dataset;strategy;length_or_k;method;accuracy;f1_score;train_size;test_size;status;grid_search_time;rf_max_depth;rf_max_features;rf_min_samples_leaf;rf_min_samples_split;rf_n_estimators
datasets/BPI_Challenge_2013_incidents.xes;last3;10;OHE;0.6805555555555556;0.5947582453186607;552;144;Success;3.4159350395202637;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;last3;10;Bigram;0.6944444444444444;0.5922192353643967;552;144;Success;3.2810676097869873;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;10;W2V;0.6805555555555556;0.5947582453186607;552;144;Success;4.280582904815674;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;last3;10;D2V;0.7013888888888888;0.6381206534044962;552;144;Success;5.506555080413818;10;log2;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;10;BERT;0.6805555555555556;0.5947582453186607;552;144;Success;4.410068988800049;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;10;ACF;0.6944444444444444;0.569216757741348;552;144;Success;4.2179741859436035;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;last5;10;Baseline;0.7361111111111112;0.6749162577580604;552;144;Success;3.793353319168091;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;10;OHE;0.7361111111111112;0.6749162577580604;552;144;Success;4.125594854354858;20;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;10;Bigram;0.7361111111111112;0.6749162577580604;552;144;Success;3.4542481899261475;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;10;W2V;0.6805555555555556;0.5947582453186607;552;144;Success;3.4556760787963867;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;last5;10;D2V;0.7083333333333334;0.6354250177779588;552;144;Success;5.649586915969849;10;log2;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last5;10;BERT;0.7013888888888888;0.6627416642707162;552;144;Success;6.95827579498291;20;log2;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last5;10;ACF;0.7083333333333334;0.599846954392409;552;144;Success;4.690581798553467;10;sqrt;1;2;100
